"Identifier","Version No","Category","Topics","Type","Text","Status","Version Date","Notation","Document Version","Regex"
"7","2","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Condition","The **LESSEE** notifying the holder of any underlying pastoral or grazing lease by telephone or in person, or by registered post if contact cannot be made, prior to undertaking airborne geophysical surveys or any ground disturbing activities utilising equipment such as scrapers, graders, bulldozers, backhoes, drilling rigs; water carting equipment or other mechanised equipment.","Active","16/05/2000 00:00:00 onwards","Impose on all tenements where there is an underlying Pastoral or Grazing Lease","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+notifying[^A-Z0-9]+the[^A-Z0-9]+holder[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+underlying[^A-Z0-9]+pastoral[^A-Z0-9]+or[^A-Z0-9]+grazing[^A-Z0-9]+lease[^A-Z0-9]+by[^A-Z0-9]+telephone[^A-Z0-9]+or[^A-Z0-9]+in[^A-Z0-9]+person[^A-Z0-9]+or[^A-Z0-9]+by[^A-Z0-9]+registered[^A-Z0-9]+post[^A-Z0-9]+if[^A-Z0-9]+contact[^A-Z0-9]+cannot[^A-Z0-9]+be[^A-Z0-9]+made[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+undertaking[^A-Z0-9]+airborne[^A-Z0-9]+geophysical[^A-Z0-9]+surveys[^A-Z0-9]+or[^A-Z0-9]+any[^A-Z0-9]+ground[^A-Z0-9]+disturbing[^A-Z0-9]+activities[^A-Z0-9]+utilising[^A-Z0-9]+equipment[^A-Z0-9]+such[^A-Z0-9]+as[^A-Z0-9]+scrapers[^A-Z0-9]+graders[^A-Z0-9]+bulldozers[^A-Z0-9]+backhoes[^A-Z0-9]+drilling[^A-Z0-9]+rigs[^A-Z0-9]+water[^A-Z0-9]+carting[^A-Z0-9]+equipment[^A-Z0-9]+or[^A-Z0-9]+other[^A-Z0-9]+mechanised[^A-Z0-9]+equipment[\s?.*-:]*$"
"8","3","Standards for Tenement Types","Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Condition","The **LESSEE** or transferee, as the case may be, shall within thirty (30) days of receiving written notification of:- •the grant of the **LEASE**; or •registration of a transfer introducing a new **LESSEE**; advise, by registered post, the holder of any underlying pastoral or grazing lease details of the grant or transfer.","Active","22/08/2002 00:00:00 onwards","Impose on all tenements where there is an underlying Pastoral or Grazing Lease","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+or[^A-Z0-9]+transferee[^A-Z0-9]+as[^A-Z0-9]+the[^A-Z0-9]+case[^A-Z0-9]+may[^A-Z0-9]+be[^A-Z0-9]+shall[^A-Z0-9]+within[^A-Z0-9]+thirty[^A-Z0-9]+30[^A-Z0-9]+days[^A-Z0-9]+of[^A-Z0-9]+receiving[^A-Z0-9]+written[^A-Z0-9]+notification[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+or[^A-Z0-9]+registration[^A-Z0-9]+of[^A-Z0-9]+a[^A-Z0-9]+transfer[^A-Z0-9]+introducing[^A-Z0-9]+a[^A-Z0-9]+new[^A-Z0-9]+.+[^A-Z0-9]+advise[^A-Z0-9]+by[^A-Z0-9]+registered[^A-Z0-9]+post[^A-Z0-9]+the[^A-Z0-9]+holder[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+underlying[^A-Z0-9]+pastoral[^A-Z0-9]+or[^A-Z0-9]+grazing[^A-Z0-9]+lease[^A-Z0-9]+details[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+grant[^A-Z0-9]+or[^A-Z0-9]+transfer[\s?.*-:]*$"
"9","5","Standards for Tenement Types","Mining Lease (Basic) Mining Lease for Gold (Basic)","Condition","The **LESSEE** submitting a plan of proposed operations and measures to safeguard the environment to the Executive Director, Environment Division, DMP for his assessment and written approval prior to commencing any developmental or productive mining or construction activity.","Inactive","09/11/2011 00:00:01 onwards","On all ""M"" not where ongoing min ops or Sched C E F applied to whole lease","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+submitting[^A-Z0-9]+a[^A-Z0-9]+plan[^A-Z0-9]+of[^A-Z0-9]+proposed[^A-Z0-9]+operations[^A-Z0-9]+and[^A-Z0-9]+measures[^A-Z0-9]+to[^A-Z0-9]+safeguard[^A-Z0-9]+the[^A-Z0-9]+environment[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+for[^A-Z0-9]+his[^A-Z0-9]+assessment[^A-Z0-9]+and[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+developmental[^A-Z0-9]+or[^A-Z0-9]+productive[^A-Z0-9]+mining[^A-Z0-9]+or[^A-Z0-9]+construction[^A-Z0-9]+activity[\s?.*-:]*$"
"9","6","Standards for Tenement Types","Mining Lease (Basic) Mining Lease for Gold (Basic)","Condition","The **LESSEE** submitting a plan of proposed operations and measures to safeguard the environment to the Executive Director, Resource and Environmental Compliance, Department of Mines, Industry Regulation and Safety for their assessment and written approval prior to commencing any developmental or productive mining or construction activity.","Active","27/11/2018 00:00:01 onwards","On all ""M"" not where ongoing min ops or Sched C E F applied to whole lease","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+submitting[^A-Z0-9]+a[^A-Z0-9]+plan[^A-Z0-9]+of[^A-Z0-9]+proposed[^A-Z0-9]+operations[^A-Z0-9]+and[^A-Z0-9]+measures[^A-Z0-9]+to[^A-Z0-9]+safeguard[^A-Z0-9]+the[^A-Z0-9]+environment[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Resource[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Compliance[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Mines[^A-Z0-9]+Industry[^A-Z0-9]+Regulation[^A-Z0-9]+and[^A-Z0-9]+Safety[^A-Z0-9]+for[^A-Z0-9]+their[^A-Z0-9]+assessment[^A-Z0-9]+and[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+developmental[^A-Z0-9]+or[^A-Z0-9]+productive[^A-Z0-9]+mining[^A-Z0-9]+or[^A-Z0-9]+construction[^A-Z0-9]+activity[\s?.*-:]*$"
"10","5","Standards for Tenement Types","Mining Lease (Ongoing mining operations) Retention Licence (Basic)","Condition","The **LESSEE** within three months of grant submitting a plan of the ongoing mining operations and measures to safeguard the environment to the Executive Director, Environment Division, DMP for his assessment and written approval.","Inactive","09/11/2011 00:00:01 onwards","Impose only on ""M"" where lease is subject of ongoing mining operations","Mar-18","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+within[^A-Z0-9]+three[^A-Z0-9]+months[^A-Z0-9]+of[^A-Z0-9]+grant[^A-Z0-9]+submitting[^A-Z0-9]+a[^A-Z0-9]+plan[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+ongoing[^A-Z0-9]+mining[^A-Z0-9]+operations[^A-Z0-9]+and[^A-Z0-9]+measures[^A-Z0-9]+to[^A-Z0-9]+safeguard[^A-Z0-9]+the[^A-Z0-9]+environment[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+for[^A-Z0-9]+his[^A-Z0-9]+assessment[^A-Z0-9]+and[^A-Z0-9]+written[^A-Z0-9]+approval[\s?.*-:]*$"
"11","6","General","Native Title Deed","Endorsement","Persons claiming native title to the land the subject of this mining tenement entered into a deed under the Native Title Act 1993 with the State of Western Australia, the Minister responsible for the Mining Act 1978 and the tenement holder agreeing to the grant of the tenement.Copies of the deed were given to the National Native Title Tribunal pursuant to Section 34 of the Native Title Act and filed at the Department of Mines and Petroleum.","Active","01/01/2009 00:00:00 onwards","Impose on all ten's where deed under NatTitle Act has been registered with NNTT.","Jun-17","(?i)^[\s?.*-:]*Persons[^A-Z0-9]+claiming[^A-Z0-9]+native[^A-Z0-9]+title[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+land[^A-Z0-9]+the[^A-Z0-9]+subject[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+mining[^A-Z0-9]+tenement[^A-Z0-9]+entered[^A-Z0-9]+into[^A-Z0-9]+a[^A-Z0-9]+deed[^A-Z0-9]+under[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Act[^A-Z0-9]+1993[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+State[^A-Z0-9]+of[^A-Z0-9]+Western[^A-Z0-9]+Australia[^A-Z0-9]+the[^A-Z0-9]+Minister[^A-Z0-9]+responsible[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+1978[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+tenement[^A-Z0-9]+holder[^A-Z0-9]+agreeing[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+tenement[^A-Z0-9]+Copies[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+deed[^A-Z0-9]+were[^A-Z0-9]+given[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+National[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Tribunal[^A-Z0-9]+pursuant[^A-Z0-9]+to[^A-Z0-9]+Section[^A-Z0-9]+34[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Act[^A-Z0-9]+and[^A-Z0-9]+filed[^A-Z0-9]+at[^A-Z0-9]+the[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Mines[^A-Z0-9]+and[^A-Z0-9]+Petroleum[\s?.*-:]*$"
"11","7","General","Native Title Deed","Endorsement","Persons claiming native title to the land the subject of this mining tenement entered into a deed under the Native Title Act 1993 with the State of Western Australia, the Minister responsible for the Mining Act 1978 and the tenement holder agreeing to the grant of the tenement.Copies of the deed were given to the National Native Title Tribunal pursuant to Section 34 of the Native Title Act and filed at the Department of Mines, Industry Regulation and Safety (DMIRS).","Active","01/01/2009 00:00:01 onwards","Impose on all ten's where deed under NatTitle Act has been registered with NNTT.","Feb-20","(?i)^[\s?.*-:]*Persons[^A-Z0-9]+claiming[^A-Z0-9]+native[^A-Z0-9]+title[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+land[^A-Z0-9]+the[^A-Z0-9]+subject[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+mining[^A-Z0-9]+tenement[^A-Z0-9]+entered[^A-Z0-9]+into[^A-Z0-9]+a[^A-Z0-9]+deed[^A-Z0-9]+under[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Act[^A-Z0-9]+1993[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+State[^A-Z0-9]+of[^A-Z0-9]+Western[^A-Z0-9]+Australia[^A-Z0-9]+the[^A-Z0-9]+Minister[^A-Z0-9]+responsible[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+1978[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+tenement[^A-Z0-9]+holder[^A-Z0-9]+agreeing[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+tenement[^A-Z0-9]+Copies[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+deed[^A-Z0-9]+were[^A-Z0-9]+given[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+National[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Tribunal[^A-Z0-9]+pursuant[^A-Z0-9]+to[^A-Z0-9]+Section[^A-Z0-9]+34[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Act[^A-Z0-9]+and[^A-Z0-9]+filed[^A-Z0-9]+at[^A-Z0-9]+the[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Mines[^A-Z0-9]+Industry[^A-Z0-9]+Regulation[^A-Z0-9]+and[^A-Z0-9]+Safety[^A-Z0-9]+DMIRS[^A-Z0-9]+[\s?.*-:]*$"
"12","1","General","Native Title Compensation","Condition","The **LESSEE** is liable for the payment of any compensation under the Native Title Act 1993 payable to a native title holder as a result of the grant of the lease or any activities conducted by the **LESSEE** in connection with the lease. (The term ""native title holder"" has the same meaning as that term in the Native Title Act 1993).","Inactive","01/01/2000 00:00:00 - 30/03/2001 23:59:59","Impose on Mining and General Purpose Leases if processed under the NatTitle Act.","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+is[^A-Z0-9]+liable[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+payment[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+compensation[^A-Z0-9]+under[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Act[^A-Z0-9]+1993[^A-Z0-9]+payable[^A-Z0-9]+to[^A-Z0-9]+a[^A-Z0-9]+native[^A-Z0-9]+title[^A-Z0-9]+holder[^A-Z0-9]+as[^A-Z0-9]+a[^A-Z0-9]+result[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+lease[^A-Z0-9]+or[^A-Z0-9]+any[^A-Z0-9]+activities[^A-Z0-9]+conducted[^A-Z0-9]+by[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+in[^A-Z0-9]+connection[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+lease[^A-Z0-9]+The[^A-Z0-9]+term[^A-Z0-9]+native[^A-Z0-9]+title[^A-Z0-9]+holder[^A-Z0-9]+has[^A-Z0-9]+the[^A-Z0-9]+same[^A-Z0-9]+meaning[^A-Z0-9]+as[^A-Z0-9]+that[^A-Z0-9]+term[^A-Z0-9]+in[^A-Z0-9]+the[^A-Z0-9]+Native[^A-Z0-9]+Title[^A-Z0-9]+Act[^A-Z0-9]+1993[^A-Z0-9]+[\s?.*-:]*$"
"13","1","General","Excision","Endorsement","The grant of this **LEASE** does not include land the subject of **PROMPT** .","Active","01/01/2000 00:00:00 onwards","","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+this[^A-Z0-9]+.+[^A-Z0-9]+does[^A-Z0-9]+not[^A-Z0-9]+include[^A-Z0-9]+land[^A-Z0-9]+the[^A-Z0-9]+subject[^A-Z0-9]+of[^A-Z0-9]+.+[^A-Z0-9]+[\s?.*-:]*$"
"14","1","General","Ingress-Egress (Miscellaneous Licence) Miscellaneous Licence (Protection)","Condition","The rights of ingress to and egress from Miscellaneous Licence **PROMPT** being at all times preserved to the licensee and no interference with the purpose or installations connected to the licence.","Active","01/01/2000 00:00:00 onwards","Protection for Miscellaneous Licence","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+rights[^A-Z0-9]+of[^A-Z0-9]+ingress[^A-Z0-9]+to[^A-Z0-9]+and[^A-Z0-9]+egress[^A-Z0-9]+from[^A-Z0-9]+Miscellaneous[^A-Z0-9]+Licence[^A-Z0-9]+.+[^A-Z0-9]+being[^A-Z0-9]+at[^A-Z0-9]+all[^A-Z0-9]+times[^A-Z0-9]+preserved[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+licensee[^A-Z0-9]+and[^A-Z0-9]+no[^A-Z0-9]+interference[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+purpose[^A-Z0-9]+or[^A-Z0-9]+installations[^A-Z0-9]+connected[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+licence[\s?.*-:]*$"
"15","1","Standards for Tenement Types","General Purpose Lease (Basic)","Endorsement","The grant of the lease being confined to the natural surface of the land and thereunder to a depth of 15 metres.","Active","01/01/2000 00:00:00 onwards","Impose on General Purpose Leases","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+grant[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+lease[^A-Z0-9]+being[^A-Z0-9]+confined[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+natural[^A-Z0-9]+surface[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+land[^A-Z0-9]+and[^A-Z0-9]+thereunder[^A-Z0-9]+to[^A-Z0-9]+a[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+15[^A-Z0-9]+metres[\s?.*-:]*$"
"16","5","Standards for Tenement Types","General Purpose Lease (Basic)","Condition","The **LESSEE** submitting a plan of proposed operations and measures to safeguard the environment to the Executive Director, Environment Division, DMP for assessment and written approval prior to commencing any development or construction.","Inactive","09/11/2011 00:00:01 onwards","Impose on General Purpose Leases","Jun-17","(?i)^[\s?.*-:]*The[^A-Z0-9]+.+[^A-Z0-9]+submitting[^A-Z0-9]+a[^A-Z0-9]+plan[^A-Z0-9]+of[^A-Z0-9]+proposed[^A-Z0-9]+operations[^A-Z0-9]+and[^A-Z0-9]+measures[^A-Z0-9]+to[^A-Z0-9]+safeguard[^A-Z0-9]+the[^A-Z0-9]+environment[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+for[^A-Z0-9]+assessment[^A-Z0-9]+and[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+development[^A-Z0-9]+or[^A-Z0-9]+construction[\s?.*-:]*$"
"17","1","General","Road","Condition","Mining on any road, road verge or road reserve being confined to below a depth of 15 metres from the natural surface.","Active","01/01/2000 00:00:00 onwards","Use on leases only (road)","Feb-20","(?i)^[\s?.*-:]*Mining[^A-Z0-9]+on[^A-Z0-9]+any[^A-Z0-9]+road[^A-Z0-9]+road[^A-Z0-9]+verge[^A-Z0-9]+or[^A-Z0-9]+road[^A-Z0-9]+reserve[^A-Z0-9]+being[^A-Z0-9]+confined[^A-Z0-9]+to[^A-Z0-9]+below[^A-Z0-9]+a[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+15[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+natural[^A-Z0-9]+surface[\s?.*-:]*$"
"18","1","General","Highway- on its own","Condition","No excavation, excepting shafts, approaching closer to the **PROMPT** Highway, Highway verge or the road reserve than a distance equal to twice the depth of the excavation and mining on the **PROMPT** Highway or Highway verge being confined to below a depth of 30 metres from the natural surface.","Active","01/01/2000 00:00:00 onwards","Use on leases and exploration licences (highway)","Feb-20","(?i)^[\s?.*-:]*No[^A-Z0-9]+excavation[^A-Z0-9]+excepting[^A-Z0-9]+shafts[^A-Z0-9]+approaching[^A-Z0-9]+closer[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+Highway[^A-Z0-9]+Highway[^A-Z0-9]+verge[^A-Z0-9]+or[^A-Z0-9]+the[^A-Z0-9]+road[^A-Z0-9]+reserve[^A-Z0-9]+than[^A-Z0-9]+a[^A-Z0-9]+distance[^A-Z0-9]+equal[^A-Z0-9]+to[^A-Z0-9]+twice[^A-Z0-9]+the[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+excavation[^A-Z0-9]+and[^A-Z0-9]+mining[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+Highway[^A-Z0-9]+or[^A-Z0-9]+Highway[^A-Z0-9]+verge[^A-Z0-9]+being[^A-Z0-9]+confined[^A-Z0-9]+to[^A-Z0-9]+below[^A-Z0-9]+a[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+30[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+natural[^A-Z0-9]+surface[\s?.*-:]*$"
"19","1","General","Highway - with minor road","Condition","No excavation, excepting shafts, approaching closer to the **PROMPT** Highway, Highway verge or the road reserve than a distance equal to twice the depth of the excavation and mining on the **PROMPT** Highway or Highway verge being confined to below a depth of 30 metres from the natural surface, and on any other road or road verge, to below a depth of 15 metres from the natural surface.","Active","01/01/2000 00:00:00 onwards","Use on leases and exploration licences (highway and minor road)","Feb-20","(?i)^[\s?.*-:]*No[^A-Z0-9]+excavation[^A-Z0-9]+excepting[^A-Z0-9]+shafts[^A-Z0-9]+approaching[^A-Z0-9]+closer[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+Highway[^A-Z0-9]+Highway[^A-Z0-9]+verge[^A-Z0-9]+or[^A-Z0-9]+the[^A-Z0-9]+road[^A-Z0-9]+reserve[^A-Z0-9]+than[^A-Z0-9]+a[^A-Z0-9]+distance[^A-Z0-9]+equal[^A-Z0-9]+to[^A-Z0-9]+twice[^A-Z0-9]+the[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+excavation[^A-Z0-9]+and[^A-Z0-9]+mining[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+Highway[^A-Z0-9]+or[^A-Z0-9]+Highway[^A-Z0-9]+verge[^A-Z0-9]+being[^A-Z0-9]+confined[^A-Z0-9]+to[^A-Z0-9]+below[^A-Z0-9]+a[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+30[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+natural[^A-Z0-9]+surface[^A-Z0-9]+and[^A-Z0-9]+on[^A-Z0-9]+any[^A-Z0-9]+other[^A-Z0-9]+road[^A-Z0-9]+or[^A-Z0-9]+road[^A-Z0-9]+verge[^A-Z0-9]+to[^A-Z0-9]+below[^A-Z0-9]+a[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+15[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+natural[^A-Z0-9]+surface[\s?.*-:]*$"
"19","1","General","Highway - with minor road","Condition","No excavation, excepting shafts, approaching closer to the **PROMPT** Highway, Highway verge or the road reserve than a distance equal to twice the depth of the excavation and mining on the **PROMPT** Highway or Highway verge","Active","01/01/2000 00:00:00 onwards","Use on leases and exploration licences (highway and minor road)","Mar-18","(?i)^[\s?.*-:]*No[^A-Z0-9]+excavation[^A-Z0-9]+excepting[^A-Z0-9]+shafts[^A-Z0-9]+approaching[^A-Z0-9]+closer[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+Highway[^A-Z0-9]+Highway[^A-Z0-9]+verge[^A-Z0-9]+or[^A-Z0-9]+the[^A-Z0-9]+road[^A-Z0-9]+reserve[^A-Z0-9]+than[^A-Z0-9]+a[^A-Z0-9]+distance[^A-Z0-9]+equal[^A-Z0-9]+to[^A-Z0-9]+twice[^A-Z0-9]+the[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+excavation[^A-Z0-9]+and[^A-Z0-9]+mining[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+Highway[^A-Z0-9]+or[^A-Z0-9]+Highway[^A-Z0-9]+verge[\s?.*-:]*$"
"20","4","General","Mining, No No Mining","Condition","The prior written consent of the Minister responsible for the Mining Act 1978 being obtained before commencing any **OPTION** on **PROMPT**.","Active","15/06/2007 00:00:00 onwards","If used on townsite also impose Endorsement 27","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+prior[^A-Z0-9]+written[^A-Z0-9]+consent[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Minister[^A-Z0-9]+responsible[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+1978[^A-Z0-9]+being[^A-Z0-9]+obtained[^A-Z0-9]+before[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+.+[^A-Z0-9]+on[^A-Z0-9]+.+[^A-Z0-9]+[\s?.*-:]*$"
"21","3","General","Cemetery Reserve","Condition","No **OPTION** on Cemetery Reserve **PROMPT** and such activities within a distance of 140 metres laterally from the Reserve being confined to below a depth of 50 metres from the lowest part of the surface of the land with rights of ingress to and egress from the said Reserve being at all times preserved to the public.","Active","18/06/2007 00:00:00 onwards","Cemetery Reserve","Feb-20","(?i)^[\s?.*-:]*No[^A-Z0-9]+.+[^A-Z0-9]+on[^A-Z0-9]+Cemetery[^A-Z0-9]+Reserve[^A-Z0-9]+.+[^A-Z0-9]+and[^A-Z0-9]+such[^A-Z0-9]+activities[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+distance[^A-Z0-9]+of[^A-Z0-9]+140[^A-Z0-9]+metres[^A-Z0-9]+laterally[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+Reserve[^A-Z0-9]+being[^A-Z0-9]+confined[^A-Z0-9]+to[^A-Z0-9]+below[^A-Z0-9]+a[^A-Z0-9]+depth[^A-Z0-9]+of[^A-Z0-9]+50[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+lowest[^A-Z0-9]+part[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+surface[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+land[^A-Z0-9]+with[^A-Z0-9]+rights[^A-Z0-9]+of[^A-Z0-9]+ingress[^A-Z0-9]+to[^A-Z0-9]+and[^A-Z0-9]+egress[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+said[^A-Z0-9]+Reserve[^A-Z0-9]+being[^A-Z0-9]+at[^A-Z0-9]+all[^A-Z0-9]+times[^A-Z0-9]+preserved[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+public[\s?.*-:]*$"
