Identifier,Version No,Category,Topics,Type,Text,Status,Version Date,Notation,Document Version
606,3,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The **LESSEE** attention is drawn to the provisions of the: •Waterways Conservation Act, 1976 •Rights in Water and Irrigation Act, 1914 •Metropolitan Water Supply, Sewerage and Drainage Act, 1909 •Country Areas Water Supply Act, 1947 •Water Agencies (Powers) Act 1984",Active,08/02/2016 00:00:02 onwards,Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA),Jun-17
606,6,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The **LESSEE**'s attention is drawn to the provisions of the: •Waterways Conservation Act, 1976 •Rights in Water and Irrigation Act, 1914 •Metropolitan Water Supply, Sewerage and Drainage Act, 1909 •Country Areas Water Supply Act, 1947 •Water Agencies (Powers) Act 1984",Active,08/02/2016 00:00:05 onwards,Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA),Feb-20
607,3,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The rights of ingress to and egress from, and to cross over and through, the mining tenement being at all reasonable times preserved to officers of Department of Water (DoW) for inspection and investigation purposes.",Active,08/02/2016 00:00:02 onwards,Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA),Jun-17
607,5,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The rights of ingress to and egress from, and to cross over and through, the mining tenement being at all reasonable times preserved to officers of Department of Water and Environmental Regulation (DWER) for inspection and investigation purposes.",Active,01/07/2017 00:00:02 onwards,Impose on all tenement types affecting WRMA.Schedule 1 - All Water Resource Management Areas (WRMA),Feb-20
608,2,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The storage and disposal of petroleum hydrocarbons, chemicals and potentially hazardous substances being in accordance with the current published version of the DoWs relevant Water Quality Protection Notes and Guidelines for mining and mineral processing.",Active,08/03/2012 00:00:01 onwards,Impose on all tenement types affecting WRMA.Schedule 1- All Water Resource Management Areas (WRMA),Jun-17
608,4,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The storage and disposal of petroleum hydrocarbons, chemicals and potentially hazardous substances being in accordance with the current published version of the Department of Water and Environmental Regulation (DWER) relevant Water Quality Protection Notes and Guidelines for mining and mineral processing.",Active,01/07/2017 00:00:02 onwards,Impose on all tenement types affecting WRMA.Schedule 1- All Water Resource Management Areas (WRMA),Feb-20
609,2,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,In respect to  Artesian (confined) Aquifers and Wells the following endorsement applies:,Active,08/03/2012 00:00:01 onwards,Impose on all tene types affect Artesian (confined) Aquifers & Wells (apply State-wide). Sched 8 - Art'n Aquif's & Wells,Mar-16
609,2,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,In respect to  Artesian (confined) Aquifers and Wells the following endorsement applies:,Inactive,08/03/2012 00:00:01 onwards,Impose on all tene types affect Artesian (confined) Aquifers & Wells (apply State-wide). Sched 8 - Art'n Aquif's & Wells,Jun-17
609,2,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,In respect to  Artesian (confined) Aquifers and Wells the following endorsement applies:,Inactive,08/03/2012 00:00:01 onwards,Impose on all tene types affect Artesian (confined) Aquifers & Wells (apply State-wide). Sched,Mar-18
610,1,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The abstraction of groundwater from an artesian well and the construction, enlargement, deepening or altering of any artesian well is prohibited unless a current licence for these activities has been issued by the DoW.",Active,08/03/2012 00:00:00 onwards,Impose on all tene types affect Artesian (confined) Aquifers & Wells (apply State-wide). Sched 8 - Art'n Aquif's & Wells,Mar-16
610,2,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The taking of groundwater from an artesian well and the construction, enlargement, deepening or altering of any artesian well is prohibited unless current licences for these activities have been issued by DoW.",Active,08/02/2016 00:00:01 onwards,Impose on all tenement types affect Artesian (confined) Aquifers & Wells (applies State-wide),Jun-17
610,4,Standards for Tenement Types,Exploration Licence (Basic) General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"The taking of groundwater from an artesian well and the construction, enlargement, deepening or altering of any artesian well is prohibited unless current licences for these activities have been issued by Department of Water and Environmental Regulation (DWER).",Active,01/07/2017 00:00:02 onwards,Impose on all tenement types affect Artesian (confined) Aquifers & Wells (applies State-wide),Feb-20
611,1,Standards for Tenement Types,Exploration Licence (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,In respect to  Waterways the following endorsement applies:,Active,08/03/2012 00:00:00 onwards,Impose on all licences affecting Waterways (apply State-wide). Schedule 5 - Waterways,Mar-16
611,1,Standards for Tenement Types,Exploration Licence (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,In respect to  Waterways the following endorsement applies:,Inactive,08/03/2012 00:00:00 onwards,Impose on all licences affecting Waterways (apply State-wide). Schedule 5 - Waterways,Jun-17
612,3,Standards for Tenement Types,Exploration Licence (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"Advice shall be sought from the DoW if proposing any **OPTION** within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and •30 metres from the outer-most water dependent vegetation of any seasonal waterway.",Active,08/03/2012 00:00:02 onwards,Impose on all licences affecting Waterways (apply State-wide). Schedule 5 - Waterways,Mar-16
612,3,Standards for Tenement Types,Exploration Licence (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"Advice shall be sought from the DoW if proposing any **OPTION** within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and •30 metres from the outer-most water dependent vegetation of any seasonal waterway.",Inactive,08/03/2012 00:00:02 onwards,Impose on all licences affecting Waterways (apply State-wide). Schedule 5 - Waterways,Jun-17
613,1,Standards for Tenement Types,General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic),Endorsement,In respect to  Waterways the following endorsements apply:,Active,08/03/2012 00:00:00 onwards,Impose on all leases affecting Waterways (apply State- wide). Schedule 5 - Waterways,Mar-16
613,1,Standards for Tenement Types,General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic),Endorsement,In respect to  Waterways the following endorsements apply:,Inactive,08/03/2012 00:00:00 onwards,Impose on all leases affecting Waterways (apply State- wide). Schedule 5 - Waterways,Jun-17
614,1,Standards for Tenement Types,General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic),Endorsement,"Advice shall be sought from the DoW if proposing any mining/activity in respect to mining operations within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and •30 metres from the outer-most water dependent vegetation of any seasonal waterway.",Active,08/03/2012 00:00:00 onwards,Impose on all leases affecting Waterways (apply State- wide). Schedule 5- Waterways,Jun-17
614,3,Standards for Tenement Types,General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic),Endorsement,"Advice shall be sought from the Department of Water and Environmental Regulation (DWER) if proposing any mining/ activity in respect to mining operations within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and",Active,01/07/2017 00:00:02 onwards,Impose on all leases affecting Waterways (apply State- wide). Schedule 5- Waterways 8 - Art'n Aquif's & Wells,Mar-18
614,3,Standards for Tenement Types,General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic),Endorsement,"Advice shall be sought from the Department of Water and Environmental Regulation (DWER) if proposing any mining/ activity in respect to mining operations within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and •30 metres from the outer-most water dependent vegetation of any seasonal waterway.",Active,01/07/2017 00:00:02 onwards,Impose on all leases affecting Waterways (apply State- wide). Schedule 5- Waterways,Mar-18
615,1,Standards for Tenement Types,General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic),Endorsement,"Measures such as effective drainage controls, sediment traps and stormwater retention facilities being implemented to minimise erosion and sedimentation of receiving catchments and adjacent areas.",Active,08/03/2012 00:00:00 onwards,Impose on all leases affecting Waterways (apply State- wide). Schedule 5 - Waterways,Mar-16
615,1,Standards for Tenement Types,General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic),Endorsement,"Measures such as effective drainage controls, sediment traps and stormwater retention facilities being implemented to minimise erosion and sedimentation of receiving catchments and adjacent areas.",Inactive,08/03/2012 00:00:00 onwards,Impose on all leases affecting Waterways (apply State- wide). Schedule 5 - Waterways,Jun-17
616,2,Environmental,Wetlands - RAMSAR or ANCA [awaiting DEC MOU],Condition,All Mining Act tenement activities prohibited within 200 metres of RAMSAR or ANCA listed wetlands unless written permission of the Department of Parks and Wildlife is first obtained.,Active,08/03/2012 00:00:02 onwards,Impose on all tenement types.,Mar-16
616,4,Environmental,Wetlands - RAMSAR or ANCA,Endorsement,All Mining Act tenement activities prohibited within 200 metres of RAMSAR or ANCA listed wetlands unless written permission of the Commonwealth Department of the Environment is first obtained.,Active,22/03/2016 00:00:05 onwards,Impose on all tenement types.,Jun-17
616,4,Environmental,Wetlands - RAMSAR or ANCA,Endorsement,All Mining Act tenement activities prohibited within 200 metres of RAMSAR or ANCA listed wetlands unless written permission of the Commonwealth Department of the Environment is first obtained.,Inactive,22/03/2016 00:00:05 onwards,Impose on all tenement types.,Nov-18
617,1,General,Salt Harvesting Protection - Lake Deborah East,Condition,In respect to FNA 10129 - Salt Harvesting Protection - Lake Deborah East the following condition applies:,Active,21/05/2012 11:32:43 onwards,Impose on all tenements encroaching on FNA 10129 - Salt Harvesting Protection - Lake Deborah East,Mar-16
617,1,General,Salt Harvesting Protection - Lake Deborah East,Condition,In respect to FNA 10129 - Salt Harvesting Protection - Lake Deborah East the following condition applies:,Inactive,21/05/2012 11:32:43 onwards,Impose on all tenements encroaching on FNA 10129 - Salt Harvesting Protection - Lake Deborah East,Jun-17
618,1,General,Salt Harvesting Protection - Lake Deborah East,Condition,"No unnecessary interference or obstruction with the natural surface water or groundwater flow into Lake Deborah East that may affect operations for commercial extraction and harvesting of salt, and the salt crust forming from time to time on the lake not being contaminated or damaged by water, spoil, tailings or dust from mining or mineral exploration activities.",Active,21/05/2012 11:52:40 onwards,Impose on all tenements encroaching on FNA 10129 - Salt Harvesting Protection - Lake Deborah east,Mar-16
618,2,General,Salt Harvesting Protection - Lake Deborah East,Condition,"In respect to FNA 10129 (Salt Harvesting Protection - Lake Deborah), no unnecessary interference or obstruction with the natural surface water or groundwater flow into Lake Deborah East that may affect operations for commercial extraction and harvesting of salt, and the salt crust forming from time to time on the lake not being contaminated or damaged by water, spoil, tailings or dust from mining or mineral exploration activities.",Active,28/06/2016 09:52:41 onwards,Impose on all tenements encroaching on FNA 10129 - Salt Harvesting Protection - Lake Deborah east,Feb-20
619,1,General,Galena Heritage Sites,Endorsement,"FNA10401 within this mining tenement contains significant former mining sites, and any ground disturbing activity may damage or destroy the values of the sites.",Active,08/10/2012 17:07:54 onwards,Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites,Mar-16
619,1,General,Galena Heritage Sites,Endorsement,"FNA10401 within this mining tenement contains significant former mining sites, and any ground disturbing activity may damage or destroy the values of the sites.",Inactive,08/10/2012 17:07:54 onwards,Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites,Jun-17
620,1,General,Galena Heritage Sites,Condition,"Prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Environment Division, DMP in consultation with the Executive Director of the Geological Survey, DMP.",Active,08/10/2012 17:13:21 onwards,Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites,Mar-16
620,2,General,Galena Heritage Sites,Condition,"FNA 10401 contains significant former mining sites and, prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Environment Division, DMP in consultation with the Executive Director of the Geological Survey, DMP.",Active,27/06/2016 08:14:23 onwards,Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites,Jun-17
620,4,General,Galena Heritage Sites,Condition,"FNA 10401 contains significant former mining sites and, prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Resource and Environmental •30 metres from the outer-most water dependent vegetation of any seasonal waterway.",Active,01/02/2018 00:00:02 onwards,Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites,Mar-18
620,4,General,Galena Heritage Sites,Condition,"FNA 10401 contains significant former mining sites and, prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Resource and Environmental Compliance, DMIRS in consultation with the Executive Director of Geoscience and Resource Strategy, DMIRS.",Active,01/02/2018 00:00:02 onwards,Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites,Feb-20
621,1,General,Section 40E permits,Endorsement,The permit holders attention is drawn to the provisions of the Aboriginal Heritage Act 1972.,Active,19/08/2013 13:49:25 onwards,To be used as Notes for Section 40E permit only,Feb-20
622,1,General,Section 40E permits,Endorsement,"If vehicles other than those nominated on the application for this permit are to be used, the holder of the exploration licence is to be given prior notice.",Active,19/08/2013 13:57:18 onwards,To be used as Notes for Section 40E permit only,Feb-20
623,1,General,Section 40E permits,Endorsement,The permit holder is required to comply with the prescribed sample or specimen limit of 20 kilograms referred to in Regulation 4 of the Mining Regulations 1981.,Active,19/08/2013 13:58:49 onwards,To be used as Notes for Section 40E permit only,Feb-20
624,1,General,Section 40E permits,Endorsement,"The permit holder is required to advise the holder of the exploration licence and the Department of any minerals recovered within the permit area within fourteen (14) days of the expiry, cancellation or surrender of the permit.",Active,19/08/2013 14:00:18 onwards,To be used as Notes for Section 40E permit only,Feb-20
625,1,General,Section 40E permits,Condition,Prior to commencement of prospecting activities the permit holder must forward a copy of the permit to the holder of any pastoral lease affected.,Active,19/08/2013 14:02:16 onwards,To be used as Conditions for Section 40E permit only,Jun-17
625,2,General,Section 40E permits,Condition,Prior to commencement of prospecting activities the permit holder must forward a copy of the permit and map to the holder of any pastoral lease affected.,Active,18/05/2018 14:02:17 onwards,To be used as Conditions for Section 40E permit only,Feb-20
626,1,General,Section 40E permits,Condition,No prospecting activities are to commence within the first 21 days of the term of the permit unless a licensee statement under Regulation 4H of the Mining Regulations 1981 has been received.,Active,19/08/2013 14:03:34 onwards,To be used as Conditions for Section 40E permit only,Feb-20
627,1,General,Section 40E permits,Condition,Prospecting under this permit is restricted to Crown land within the blocks nominated in the permit and to a depth of two (2) metres from the natural surface of the land.,Active,19/08/2013 14:04:57 onwards,To be used as Conditions for Section 40E permit only,Feb-20
628,1,General,Section 40E permits,Condition,"All disturbances to the land are to be filled or otherwise made safe after completion of prospecting activities and all waste materials, rubbish, etc to be removed from the permit area prior to leaving the area.",Active,19/08/2013 14:06:37 onwards,To be used as Conditions for Section 40E permit only,Feb-20
629,1,General,Section 40E permits,Condition,Only hand held tools may be used and the use of explosives and powered or hydraulically driven tools is prohibited.,Active,19/08/2013 14:08:02 onwards,To be used as Conditions for Section 40E permit only,Feb-20
630,1,General,Section 40E permits,Condition,"No prospecting activities shall occur within one hundred (100) metres of any activities being carried out by or on behalf of the holder of the nominated exploration licence. Compliance, DMIRS in consultation with the Executive Director of Geoscience and Resource Strategy, DMIRS.",Active,19/08/2013 14:09:13 onwards,To be used as Conditions for Section 40E permit only,Mar-18
630,1,General,Section 40E permits,Condition,No prospecting activities shall occur within one hundred (100) metres of any activities being carried out by or on behalf of the holder of the nominated exploration licence.,Active,19/08/2013 14:09:13 onwards,To be used as Conditions for Section 40E permit only,Feb-20
631,1,General,Section 40E permits,Condition,Permit is only for the area within the hachured blocks as shown on the attached map,Active,19/08/2013 14:10:27 onwards,To be used as Conditions for Section 40E permit only,Feb-20
632,2,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"In respect of the grant to the licensee of this **OPTION** , the Native Title Group's consent pursuant to clause 5.2(a) of the Esperance Nyungar Government Indigenous Land Use Agreement WI2014/006 (relevant ILUA) to such grant is, as a condition precedent, subject to the Minister for Mines and Petroleum imposing the following condition:",Active,09/11/2015 00:00:01 onwards,"For use with P,E,R & SPL tenement types only",Jun-17
632,3,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"In respect of the grant to the licensee of this **OPTION** , the Native Title Group's consent pursuant to clause 5.2(a) of the Esperance Nyungar Government Indigenous Land Use Agreement WI2014/006 (relevant ILUA) to such grant is, as a condition precedent, subject to the Minister for Mines, Industry Regulation and Safety (DMIRS) imposing the following condition:",Active,01/07/2017 00:00:01 onwards,"For use with P,E,R & SPL tenement types only",Mar-18
633,4,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"As the Esperance Nyungar Government Indigenous Land Use Agreement (relevant ILUA) applies to this **OPTION** the licensee must before exercising any of the rights, powers or duties pursuant to this licence over that portion of the area of land the subject of the relevant ILUA, execute and enter into, in respect of this licence, one of the following types of agreements and maintain such agreement for the term of this licence: (i) an Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (ii) at the election of the Esperance Nyungar Native Title Group, a Regional Standard Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (iii) a PSHA as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; or (iv) a Proponent Acceptance Deed as defined in the relevant ILUA; and provide to the Minister for Mines and Petroleum a statutory declaration from the licensee, (where the licensee is a corporation, from a director of that corporation on its behalf), in the form contained in schedule 6 to the relevant ILUA, as evidence that: (v) the licensee has complied with the requirements of paragraph (i), (ii) or (iii) of this condition; or (vi) the licensee has complied with the requirements of paragraph (iv) of this condition, in circumstances where the Esperance Nyungar Native Title Group did not make an election under paragraph (ii) and the licensee made reasonable endeavours to enter into an agreement as contemplated in paragraphs (i) and (iii) of this condition but was unable to do so within 60 Business Days of the later date of the grant of this licence or the date on which the Esperance Nyungar Native Title Group received notification of such grant under clause 9.6 of the relevant ILUA.",Active,21/11/2014 00:00:04 onwards,"For use with P,E,R & SPL tenement types only",Jun-17
633,5,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"As the Esperance Nyungar Government Indigenous Land Use Agreement (relevant ILUA) applies to this **OPTION**  the licensee must before exercising any of the rights, powers or duties pursuant to this licence over that portion of the area of land the subject of the relevant ILUA, execute and enter into, in respect of this licence, one of the following types of agreements and maintain such agreement for the term of this licence: (i) an Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (ii) at the election of the Esperance Nyungar Native Title Group, a Regional Standard Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (iii) a PSHA as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; or (iv) a Proponent Acceptance Deed as defined in the relevant ILUA; and provide to the Minister for Mines, Industry Regulation and Safety (DMIRS) a statutory declaration from the licensee, (where the licensee is a corporation, from a director of that corporation on its behalf), in the form contained in schedule 6 to the relevant ILUA, as evidence that: (v) the licensee has complied with the requirements of paragraph (i), (ii) or (iii) of this condition; or (vi) the licensee has complied with the requirements of paragraph (iv) of this condition, in circumstances where the Esperance Nyungar Native Title Group did not make an election under paragraph (ii) and the licensee made reasonable endeavours to enter into an agreement as contemplated in paragraphs (i) and (iii) of this condition but was unable to do so within 60 Business Days of the later date of the grant of this licence or the date on which the Esperance Nyungar Native Title Group received notification of such grant under clause 9.6 of the relevant ILUA.",Active,01/07/2017 00:00:01 onwards,"For use with P,E,R & SPL tenement types only",Feb-20
633,5,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"As the Esperance Nyungar Government Indigenous Land Use Agreement (relevant ILUA) applies to this **OPTION**  the licensee must before exercising any of the rights, powers or duties pursuant to this licence over that portion of the area of land the subject of the relevant ILUA, execute and enter into, in respect of this licence, one of the following types of agreements and maintain such agreement for the term of this licence: (i) an Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (ii) at the election of the Esperance Nyungar Native Title Group, a Regional Standard Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (iii) a PSHA as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; or (iv) a Proponent Acceptance Deed as defined in the relevant ILUA; and provide to the Minister for Mines, Industry Regulation and Safety (DMIRS) a statutory declaration from the licensee, (where the licensee is a corporation, from a director of that corporation on its behalf), in the form contained in schedule 6 to the relevant ILUA, as evidence that: (v) the licensee has complied with the requirements of paragraph (i), (ii) or (iii) of this condition; or (vi) the licensee has complied with the requirements of paragraph (iv) of this condition, in circumstances where the Esperance Nyungar Native Title Group did not make an",Active,01/07/2017 00:00:01 onwards,"For use with P,E,R & SPL tenement types only",Mar-18
634,3,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"In respect of the grant to the licensee of this miscellaneous licence, the Native Title Group's consent pursuant to clause 5.2(b) of the Esperance Nyungar Government Indigenous Land Use Agreement WI2014/006 (relevant ILUA) to such grant is, as a condition precedent, subject to the Minister for Mines and Petroleum imposing the following condition:",Active,09/11/2015 00:00:01 onwards,For use on L tenement types only,Jun-17
634,4,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"In respect of the grant to the licensee of this miscellaneous licence, the Native Title Group's consent pursuant to clause 5.2(b) of the Esperance Nyungar Government Indigenous Land Use Agreement WI2014/006 (relevant ILUA) to such grant is, as a condition precedent, subject to the Minister for Mines, Industry Regulation and Safety (DMIRS) imposing the following condition:",Active,01/07/2017 00:00:01 onwards,For use on L tenement types only,Mar-18
635,3,General,Esperance Nyungar Government Indigenous Land Use Agreement,Condition,"As the Esperance Nyungar Government Indigenous Land Use Agreement (relevant ILUA) applies to this miscellaneous licence, the licensee must before exercising any of the rights, powers or duties pursuant to this licence over that portion of the area of land the subject of the relevant ILUA, execute and enter into, in respect of this licence, one of the following types of agreements and maintain such agreement for the term of this licence: (i) an Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (ii) at the election of the Esperance Nyungar Native Title Group, a Regional Standard Aboriginal Heritage Agreement as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; (iii) a PSHA as defined in the relevant ILUA with the Esperance Nyungar Native Title Group; or (iv) a Proponent Acceptance Deed as defined in the relevant ILUA; and provide to the Minister for Mines and Petroleum a statutory declaration from the licensee, (where the licensee is a corporation, from a director of that corporation on its behalf), in the form contained in schedule 6 to the relevant ILUA, as evidence that: (v) the licensee has complied with the requirements of paragraph (i), (ii) or (iii) of this condition; or (vi) the licensee has complied with the requirements of paragraph (iv) of this condition, in circumstances where the Esperance Nyungar Native Title Group did not make an election under paragraph (ii) and the licensee made reasonable endeavours to enter into an agreement as contemplated in paragraphs (i) and (iii) of this condition but was unable to do so within 60 Business Days of the later date of the grant of this licence or the date on which the Esperance Nyungar Native Title Group received notification of such grant under clause 9.7 of the relevant ILUA.",Active,21/11/2014 00:00:03 onwards,For use on L tenement types only,Jun-17
